id	family	commonName	otherName
Hylopezus ochroleucus	Grallariidae	White-browed Antpitta	NULL
Hylopezus paraensis	Grallariidae	Snethlage's Antpitta	NULL
Hylopezus perspicillatus	Grallariidae	Streak-chested Antpitta	NULL
Hylopezus whittakeri	Grallariidae	Alta Floresta Antpitta	NULL
Hylophilus amaurocephalus	Vireonidae	Grey-eyed Greenlet	NULL
Hylophilus brunneiceps	Vireonidae	Brown-headed Greenlet	NULL
Hylophilus flavipes	Vireonidae	Scrub Greenlet	NULL
Hylophilus olivaceus	Vireonidae	Olivaceous Greenlet	NULL
Hylophilus pectoralis	Vireonidae	Ashy-headed Greenlet	NULL
Hylophilus poicilotis	Vireonidae	Rufous-crowned Greenlet	NULL
Hylophilus semicinereus	Vireonidae	Grey-chested Greenlet	NULL
Hylophilus thoracicus	Vireonidae	Lemon-chested Greenlet	NULL
Hylophylax naevioides	Thamnophilidae	Spotted Antbird	NULL
Hylophylax naevius	Thamnophilidae	Spot-backed Antbird	NULL
Hylophylax punctulatus	Thamnophilidae	Dot-backed Antbird	NULL
Hylopsar cupreocauda	Sturnidae	Copper-tailed Starling	NULL
Hylopsar purpureiceps	Sturnidae	Purple-headed Starling	NULL
Hylorchilus navai	Troglodytidae	Nava's Wren	NULL
Hylorchilus sumichrasti	Troglodytidae	Sumichrast's Wren	NULL
Hymenolaimus malacorhynchos	Anatidae	Blue Duck	NULL
Hymenops perspicillatus	Tyrannidae	Spectacled Tyrant	NULL
Hypargos margaritatus	Estrildidae	Pink-throated Twinspot	NULL
Hypargos niveoguttatus	Estrildidae	Red-throated Twinspot	NULL
Hypergerus atriceps	Cisticolidae	Oriole Warbler	NULL
Hypnelus bicinctus	Bucconidae	Two-banded Puffbird	NULL
Hypnelus ruficollis	Bucconidae	Russet-throated Puffbird	NULL
Hypocharmosyna placentis	Psittaculidae	Red-flanked Lorikeet	NULL
Hypocharmosyna rubronotata	Psittaculidae	Red-fronted Lorikeet	NULL
Hypocnemis cantator	Thamnophilidae	Guianan Warbling Antbird	NULL
Hypocnemis flavescens	Thamnophilidae	Imeri Warbling Antbird	NULL
Hypocnemis hypoxantha	Thamnophilidae	Yellow-browed Antbird	NULL
Hypocnemis ochrogyna	Thamnophilidae	Rondonia Warbling Antbird	NULL
Hypocnemis peruviana	Thamnophilidae	Peruvian Warbling Antbird	NULL
Hypocnemis rondoni	Thamnophilidae	Manicore Warbling Antbird	NULL
Hypocnemis striata	Thamnophilidae	Spix's Warbling Antbird	NULL
Hypocnemis subflava	Thamnophilidae	Yellow-breasted Warbling Antbird	NULL
Hypocnemoides maculicauda	Thamnophilidae	Band-tailed Antbird	NULL
Hypocnemoides melanopogon	Thamnophilidae	Black-chinned Antbird	NULL
Hypocolius ampelinus	Hypocoliidae	Grey Hypocolius	NULL
Hypocryptadius cinnamomeus	Passeridae	Cinnamon Ibon	NULL
Hypoedaleus guttatus	Thamnophilidae	Spot-backed Antshrike	NULL
Hypopyrrhus pyrohypogaster	Icteridae	Red-bellied Grackle	NULL
Hypositta corallirostris	Vangidae	Nuthatch Vanga	NULL
Hypotaenidia dieffenbachii	Rallidae	Dieffenbach's Rail	NULL
Hypotaenidia insignis	Rallidae	Pink-legged Rail	NULL
Hypotaenidia okinawae	Rallidae	Okinawa Rail	NULL
Hypotaenidia owstoni	Rallidae	Guam Rail	NULL
Hypotaenidia pacifica	Rallidae	Tahiti Rail	NULL
Hypotaenidia philippensis	Rallidae	Buff-banded Rail	NULL
Hypotaenidia poeciloptera	Rallidae	Bar-winged Rail	NULL
Hypotaenidia rovianae	Rallidae	Roviana Rail	NULL
Hypotaenidia sylvestris	Rallidae	Lord Howe Woodhen	NULL
Hypotaenidia torquata	Rallidae	Barred Rail	NULL
Hypotaenidia wakensis	Rallidae	Wake Island Rail	NULL
Hypotaenidia woodfordi	Rallidae	Woodford's Rail	NULL
Hypothymis azurea	Monarchidae	Black-naped Monarch	NULL
Hypothymis coelestis	Monarchidae	Celestial Monarch	NULL
Hypothymis helenae	Monarchidae	Short-crested Monarch	NULL
Hypothymis puella	Monarchidae	Pale-blue Monarch	NULL
Hypsipetes affinis	Pycnonotidae	Seram Golden Bulbul	NULL
Hypsipetes amaurotis	Pycnonotidae	Brown-eared Bulbul	NULL
Hypsipetes borbonicus	Pycnonotidae	Reunion Bulbul	NULL
Hypsipetes catarmanensis	Pycnonotidae	Camiguin Bulbul	NULL
Hypsipetes crassirostris	Pycnonotidae	Seychelles Bulbul	NULL
Hypsipetes everetti	Pycnonotidae	Yellowish Bulbul	NULL
Hypsipetes ganeesa	Pycnonotidae	Square-tailed Bulbul	NULL
Hypsipetes guimarasensis	Pycnonotidae	Visayan Bulbul	NULL
Hypsipetes leucocephalus	Pycnonotidae	Black Bulbul	NULL
Hypsipetes longirostris	Pycnonotidae	Northern Golden Bulbul	NULL
Hypsipetes madagascariensis	Pycnonotidae	Malagasy Bulbul	NULL
Hypsipetes mindorensis	Pycnonotidae	Mindoro Bulbul	NULL
Hypsipetes moheliensis	Pycnonotidae	Moheli Bulbul	NULL
Hypsipetes mysticalis	Pycnonotidae	Buru Golden Bulbul	NULL
Hypsipetes olivaceus	Pycnonotidae	Mauritius Bulbul	NULL
Hypsipetes parvirostris	Pycnonotidae	Grand Comoro Bulbul	NULL
Hypsipetes philippinus	Pycnonotidae	Philippine Bulbul	NULL
Hypsipetes rufigularis	Pycnonotidae	Zamboanga Bulbul	NULL
Hypsipetes siquijorensis	Pycnonotidae	Streak-breasted Bulbul	NULL
Hypsipetes thompsoni	Pycnonotidae	White-headed Bulbul	NULL
Ianthocincla bieti	Leiothrichidae	White-speckled Laughingthrush	NULL
Ianthocincla cineracea	Leiothrichidae	Moustached Laughingthrush	NULL
Ianthocincla konkakinhensis	Leiothrichidae	Chestnut-eared Laughingthrush	NULL
Ianthocincla lunulata	Leiothrichidae	Barred Laughingthrush	NULL
Ianthocincla maxima	Leiothrichidae	Giant Laughingthrush	NULL
Ianthocincla ocellata	Leiothrichidae	Spotted Laughingthrush	NULL
Ianthocincla rufogularis	Leiothrichidae	Rufous-chinned Laughingthrush	NULL
Ianthocincla sukatschewi	Leiothrichidae	Snowy-cheeked Laughingthrush	NULL
Ibidorhyncha struthersii	Ibidorhynchidae	Ibisbill	NULL
Ibycter americanus	Falconidae	Red-throated Caracara	NULL
Ichthyaetus audouinii	Laridae	Audouin's Gull	NULL
Ichthyaetus hemprichii	Laridae	Sooty Gull	NULL
Ichthyaetus ichthyaetus	Laridae	Pallas's Gull	NULL
Ichthyaetus leucophthalmus	Laridae	White-eyed Gull	NULL
Ichthyaetus melanocephalus	Laridae	Mediterranean Gull	NULL
Ichthyaetus relictus	Laridae	Relict Gull	NULL
Icteria virens	Icteriidae	Yellow-breasted Chat	NULL
Icterus abeillei	Icteridae	Black-backed Oriole	NULL
Icterus auratus	Icteridae	Orange Oriole	NULL
Icterus auricapillus	Icteridae	Orange-crowned Oriole	NULL
Icterus bonana	Icteridae	Martinique Oriole	NULL
Icterus bullockii	Icteridae	Bullock's Oriole	NULL
Icterus cayanensis	Icteridae	Epaulet Oriole	NULL
Icterus chrysater	Icteridae	Yellow-backed Oriole	NULL
Icterus croconotus	Icteridae	Orange-backed Troupial	NULL
Icterus cucullatus	Icteridae	Hooded Oriole	NULL
Icterus dominicensis	Icteridae	Hispaniolan Oriole	NULL
Icterus fuertesi	Icteridae	Ochre Oriole	NULL
Icterus galbula	Icteridae	Baltimore Oriole	NULL
Icterus graceannae	Icteridae	White-edged Oriole	NULL
Icterus graduacauda	Icteridae	Audubon's Oriole	NULL
Icterus gularis	Icteridae	Altamira Oriole	NULL
Icterus icterus	Icteridae	Venezuelan Troupial	NULL
Icterus jamacaii	Icteridae	Campo Troupial	NULL
Icterus laudabilis	Icteridae	St. Lucia Oriole	NULL
Icterus leucopteryx	Icteridae	Jamaican Oriole	NULL
Icterus maculialatus	Icteridae	Bar-winged Oriole	NULL
Icterus melanopsis	Icteridae	Cuban Oriole	NULL
Icterus mesomelas	Icteridae	Yellow-tailed Oriole	NULL
Icterus nigrogularis	Icteridae	Yellow Oriole	NULL
Icterus northropi	Icteridae	Bahama Oriole	NULL
Icterus oberi	Icteridae	Montserrat Oriole	NULL
Icterus parisorum	Icteridae	Scott's Oriole	NULL
Icterus pectoralis	Icteridae	Spot-breasted Oriole	NULL
Icterus portoricensis	Icteridae	Puerto Rican Oriole	NULL
Icterus prosthemelas	Icteridae	Black-cowled Oriole	NULL
Icterus pustulatus	Icteridae	Streak-backed Oriole	NULL
Icterus pyrrhopterus	Icteridae	Variable Oriole	NULL
Icterus spurius	Icteridae	Orchard Oriole	NULL
Icterus wagleri	Icteridae	Black-vented Oriole	NULL
Ictinaetus malaiensis	Accipitridae	Black Eagle	NULL
Ictinia mississippiensis	Accipitridae	Mississippi Kite	NULL
Ictinia plumbea	Accipitridae	Plumbeous Kite	NULL
Idiopsar brachyurus	Thraupidae	Boulder Finch	NULL
Idiopsar dorsalis	Thraupidae	Red-backed Sierra Finch	NULL
Idiopsar erythronotus	Thraupidae	White-throated Sierra Finch	NULL
Idiopsar speculifer	Thraupidae	Glacier Finch	White-winged Diuca Finch
Iduna caligata	Acrocephalidae	Booted Warbler	NULL
Iduna natalensis	Acrocephalidae	African Yellow Warbler	NULL
Iduna opaca	Acrocephalidae	Western Olivaceous Warbler	NULL
Iduna pallida	Acrocephalidae	Eastern Olivaceous Warbler	NULL
Iduna rama	Acrocephalidae	Sykes's Warbler	NULL
Iduna similis	Acrocephalidae	Mountain Yellow Warbler	NULL
Ifrita kowaldi	Ifritidae	Blue-capped Ifrit	NULL
Ilicura militaris	Pipridae	Pin-tailed Manakin	NULL
Illadopsis albipectus	Pellorneidae	Scaly-breasted Illadopsis	NULL
Illadopsis cleaveri	Pellorneidae	Blackcap Illadopsis	NULL
Illadopsis distans	Pellorneidae	Tanzanian Illadopsis	NULL
Illadopsis fulvescens	Pellorneidae	Brown Illadopsis	NULL
Illadopsis puveli	Pellorneidae	Puvel's Illadopsis	NULL
Illadopsis pyrrhoptera	Pellorneidae	Mountain Illadopsis	NULL
Illadopsis rufescens	Pellorneidae	Rufous-winged Illadopsis	NULL
Illadopsis rufipennis	Pellorneidae	Pale-breasted Illadopsis	NULL
Illadopsis turdina	Pellorneidae	Spotted Thrush-Babbler	NULL
Incana incana	Cisticolidae	Socotra Warbler	NULL
Incaspiza laeta	Thraupidae	Buff-bridled Inca Finch	NULL
Incaspiza ortizi	Thraupidae	Grey-winged Inca Finch	NULL
Incaspiza personata	Thraupidae	Rufous-backed Inca Finch	NULL
Incaspiza pulchra	Thraupidae	Great Inca Finch	NULL
Incaspiza watkinsi	Thraupidae	Little Inca Finch	NULL
Indicator archipelagicus	Indicatoridae	Malaysian Honeyguide	NULL
Indicator conirostris	Indicatoridae	Thick-billed Honeyguide	NULL
Indicator exilis	Indicatoridae	Least Honeyguide	NULL
Indicator indicator	Indicatoridae	Greater Honeyguide	NULL
Indicator maculatus	Indicatoridae	Spotted Honeyguide	NULL
Indicator meliphilus	Indicatoridae	Pallid Honeyguide	NULL
Indicator minor	Indicatoridae	Lesser Honeyguide	NULL
Indicator pumilio	Indicatoridae	Dwarf Honeyguide	NULL
Indicator variegatus	Indicatoridae	Scaly-throated Honeyguide	NULL
Indicator willcocksi	Indicatoridae	Willcocks's Honeyguide	NULL
Indicator xanthonotus	Indicatoridae	Yellow-rumped Honeyguide	NULL
Inezia caudata	Tyrannidae	Pale-tipped Inezia	NULL
Inezia inornata	Tyrannidae	Plain Inezia	NULL
Inezia subflava	Tyrannidae	Amazonian Inezia	NULL
Inezia tenuirostris	Tyrannidae	Slender-billed Inezia	NULL
Iodopleura fusca	Tityridae	Dusky Purpletuft	NULL
Iodopleura isabellae	Tityridae	White-browed Purpletuft	NULL
Iodopleura pipra	Tityridae	Buff-throated Purpletuft	NULL
Iole cacharensis	Pycnonotidae	Cachar Bulbul	NULL
Iole charlottae	Pycnonotidae	Charlotte's Bulbul	NULL
Iole crypta	Pycnonotidae	Buff-vented Bulbul	NULL
Iole finschii	Pycnonotidae	Finsch's Bulbul	NULL
Iole palawanensis	Pycnonotidae	Sulphur-bellied Bulbul	NULL
Iole propinqua	Pycnonotidae	Grey-eyed Bulbul	NULL
Iole viridescens	Pycnonotidae	Olive Bulbul	NULL
Irania gutturalis	Muscicapidae	White-throated Robin	NULL
Irediparra gallinacea	Jacanidae	Comb-crested Jacana	NULL
Irena cyanogastra	Irenidae	Philippine Fairy-bluebird	NULL
Irena puella	Irenidae	Asian Fairy-bluebird	NULL
Irena tweeddalii	Irenidae	Palawan Fairy-bluebird	NULL
Iridophanes pulcherrimus	Thraupidae	Golden-collared Honeycreeper	NULL
Iridosornis analis	Thraupidae	Yellow-throated Tanager	NULL
Iridosornis jelskii	Thraupidae	Golden-collared Tanager	NULL
Iridosornis porphyrocephalus	Thraupidae	Purplish-mantled Tanager	NULL
Iridosornis reinhardti	Thraupidae	Yellow-scarfed Tanager	NULL
Iridosornis rufivertex	Thraupidae	Golden-crowned Tanager	NULL
Isleria guttata	Thamnophilidae	Rufous-bellied Antwren	NULL
Isleria hauxwelli	Thamnophilidae	Plain-throated Antwren	NULL
Ispidina lecontei	Alcedinidae	African Dwarf Kingfisher	NULL
Ispidina picta	Alcedinidae	African Pygmy Kingfisher	NULL
Ithaginis cruentus	Phasianidae	Blood Pheasant	NULL
Ixobrychus cinnamomeus	Ardeidae	Cinnamon Bittern	NULL
Ixobrychus dubius	Ardeidae	Black-backed Bittern	NULL
Ixobrychus eurhythmus	Ardeidae	Von Schrenck's Bittern	NULL
Ixobrychus exilis	Ardeidae	Least Bittern	NULL
Ixobrychus flavicollis	Ardeidae	Black Bittern	NULL
Ixobrychus involucris	Ardeidae	Stripe-backed Bittern	NULL
Ixobrychus minutus	Ardeidae	Little Bittern	NULL
Ixobrychus novaezelandiae	Ardeidae	New Zealand Bittern	NULL
Ixobrychus sinensis	Ardeidae	Yellow Bittern	NULL
Ixobrychus sturmii	Ardeidae	Dwarf Bittern	NULL
Ixodia cyaniventris	Pycnonotidae	Grey-bellied Bulbul	NULL
Ixodia erythropthalmos	Pycnonotidae	Spectacled Bulbul	NULL
Ixodia squamata	Pycnonotidae	Scaly-breasted Bulbul	NULL
Ixonotus guttatus	Pycnonotidae	Spotted Greenbul	NULL
Ixoreus naevius	Turdidae	Varied Thrush	NULL
Ixos malaccensis	Pycnonotidae	Streaked Bulbul	NULL
Ixos mcclellandii	Pycnonotidae	Mountain Bulbul	NULL
Ixos nicobariensis	Pycnonotidae	Nicobar Bulbul	NULL
Ixos sumatranus	Pycnonotidae	Sumatran Bulbul	NULL
Ixos virescens	Pycnonotidae	Javan Bulbul	NULL
Ixothraupis guttata	Thraupidae	Speckled Tanager	NULL
Ixothraupis punctata	Thraupidae	Spotted Tanager	NULL
Ixothraupis rufigula	Thraupidae	Rufous-throated Tanager	NULL
Ixothraupis varia	Thraupidae	Dotted Tanager	NULL
Ixothraupis xanthogastra	Thraupidae	Yellow-bellied Tanager	NULL
Jabiru mycteria	Ciconiidae	Jabiru	NULL
Jacamaralcyon tridactyla	Galbulidae	Three-toed Jacamar	NULL
Jacamerops aureus	Galbulidae	Great Jacamar	NULL
Jacana jacana	Jacanidae	Wattled Jacana	NULL
Jacana spinosa	Jacanidae	Northern Jacana	NULL
Jubula lettii	Strigidae	Maned Owl	NULL
Junco bairdi	Passerellidae	Baird's Junco	NULL
Junco hyemalis	Passerellidae	Dark-eyed Junco	NULL
Junco insularis	Passerellidae	Guadalupe Junco	NULL
Junco phaeonotus	Passerellidae	Yellow-eyed Junco	NULL
Junco vulcani	Passerellidae	Volcano Junco	NULL
Jynx ruficollis	Picidae	Red-throated Wryneck	NULL
Jynx torquilla	Picidae	Eurasian Wryneck	NULL
Kakamega poliothorax	Modulatricidae	Grey-chested Babbler	NULL
Kaupifalco monogrammicus	Accipitridae	Lizard Buzzard	NULL
Kempiella flavovirescens	Petroicidae	Olive Flyrobin	NULL
Kempiella griseoceps	Petroicidae	Yellow-legged Flyrobin	NULL
Kenopia striata	Pellorneidae	Striped Wren-Babbler	NULL
Ketupa flavipes	Strigidae	Tawny Fish Owl	NULL
Ketupa ketupu	Strigidae	Buffy Fish Owl	NULL
Ketupa zeylonensis	Strigidae	Brown Fish Owl	NULL
Klais guimeti	Trochilidae	Violet-headed Hummingbird	NULL
Kleinothraupis atropileus	Thraupidae	Black-capped Hemispingus	NULL
Kleinothraupis auricularis	Thraupidae	White-browed Hemispingus	NULL
Kleinothraupis calophrys	Thraupidae	Orange-browed Hemispingus	NULL
Kleinothraupis parodii	Thraupidae	Parodi's Hemispingus	NULL
Kleinothraupis reyi	Thraupidae	Grey-capped Hemispingus	NULL
Knipolegus aterrimus	Tyrannidae	White-winged Black Tyrant	NULL
Knipolegus cabanisi	Tyrannidae	Plumbeous Tyrant	NULL
Knipolegus cyanirostris	Tyrannidae	Blue-billed Black Tyrant	NULL
Knipolegus franciscanus	Tyrannidae	Sao Francisco Black Tyrant	NULL
Knipolegus hudsoni	Tyrannidae	Hudson's Black Tyrant	NULL
Knipolegus lophotes	Tyrannidae	Crested Black Tyrant	NULL
Knipolegus nigerrimus	Tyrannidae	Velvety Black Tyrant	NULL
Knipolegus orenocensis	Tyrannidae	Riverside Tyrant	NULL
Knipolegus poecilocercus	Tyrannidae	Amazonian Black Tyrant	NULL
Knipolegus poecilurus	Tyrannidae	Rufous-tailed Tyrant	NULL
Knipolegus signatus	Tyrannidae	Jelski's Black Tyrant	NULL
Knipolegus striaticeps	Tyrannidae	Cinereous Tyrant	NULL
Kurochkinegramma hypogrammicum	Nectariniidae	Purple-naped Sunbird	NULL
Lacedo pulchella	Alcedinidae	Banded Kingfisher	NULL
Lafresnaya lafresnayi	Trochilidae	Mountain Velvetbreast	NULL
Lagonosticta landanae	Estrildidae	Landana Firefinch	NULL
Lagonosticta larvata	Estrildidae	Black-faced Firefinch	NULL
Lagonosticta nitidula	Estrildidae	Brown Firefinch	NULL
Lagonosticta rara	Estrildidae	Black-bellied Firefinch	NULL
Lagonosticta rhodopareia	Estrildidae	Jameson's Firefinch	NULL
Lagonosticta rubricata	Estrildidae	African Firefinch	NULL
Lagonosticta rufopicta	Estrildidae	Bar-breasted Firefinch	NULL
Lagonosticta sanguinodorsalis	Estrildidae	Rock Firefinch	NULL
Lagonosticta senegala	Estrildidae	Red-billed Firefinch	NULL
Lagonosticta umbrinodorsalis	Estrildidae	Chad Firefinch	NULL
Lagonosticta virata	Estrildidae	Mali Firefinch	NULL
Lagopus lagopus	Phasianidae	Willow Ptarmigan	NULL
Lagopus leucura	Phasianidae	White-tailed Ptarmigan	NULL
Lagopus muta	Phasianidae	Rock Ptarmigan	NULL
Lalage atrovirens	Campephagidae	Black-browed Triller	NULL
Lalage aurea	Campephagidae	Rufous-bellied Triller	NULL
Lalage conjuncta	Campephagidae	Mussau Triller	NULL
Lalage fimbriata	Campephagidae	Lesser Cuckooshrike	NULL
Lalage leucomela	Campephagidae	Varied Triller	NULL
Lalage leucoptera	Campephagidae	Biak Triller	NULL
Lalage leucopyga	Campephagidae	Long-tailed Triller	NULL
Lalage leucopygialis	Campephagidae	White-rumped Triller	NULL
Lalage maculosa	Campephagidae	Polynesian Triller	NULL
Lalage melanoleuca	Campephagidae	Black-and-white Triller	NULL
Lalage melanoptera	Campephagidae	Black-headed Cuckooshrike	NULL
Lalage melaschistos	Campephagidae	Black-winged Cuckooshrike	NULL
Lalage moesta	Campephagidae	White-browed Triller	NULL
Lalage newtoni	Campephagidae	Reunion Cuckooshrike	NULL
Lalage nigra	Campephagidae	Pied Triller	NULL
Lalage polioptera	Campephagidae	Indochinese Cuckooshrike	NULL
Lalage sharpei	Campephagidae	Samoan Triller	NULL
Lalage sueurii	Campephagidae	White-shouldered Triller	NULL
Lalage tricolor	Campephagidae	White-winged Triller	NULL
Lalage typica	Campephagidae	Mauritius Cuckooshrike	NULL
Lampornis amethystinus	Trochilidae	Amethyst-throated Mountaingem	NULL
Lampornis calolaemus	Trochilidae	Purple-throated Mountaingem	NULL
Lampornis castaneoventris	Trochilidae	White-throated Mountaingem	NULL
Lampornis cinereicauda	Trochilidae	Grey-tailed Mountaingem	NULL
Lampornis clemenciae	Trochilidae	Blue-throated Mountaingem	NULL
Lampornis hemileucus	Trochilidae	White-bellied Mountaingem	NULL
Lampornis sybillae	Trochilidae	Green-breasted Mountaingem	NULL
Lampornis viridipallens	Trochilidae	Green-throated Mountaingem	NULL
Lamprolaima rhami	Trochilidae	Garnet-throated Hummingbird	NULL
Lamprolia klinesmithi	Rhipiduridae	Natewa Silktail	NULL
Lamprolia victoriae	Rhipiduridae	Taveuni Silktail	NULL
Lampropsar tanagrinus	Icteridae	Velvet-fronted Grackle	NULL
Lamprospiza melanoleuca	Mitrospingidae	Red-billed Pied Tanager	NULL
Lamprotornis acuticaudus	Sturnidae	Sharp-tailed Starling	NULL
Lamprotornis albicapillus	Sturnidae	White-crowned Starling	NULL
Lamprotornis australis	Sturnidae	Burchell's Starling	NULL
Lamprotornis bicolor	Sturnidae	Pied Starling	NULL
Lamprotornis caudatus	Sturnidae	Long-tailed Glossy Starling	NULL
Lamprotornis chalcurus	Sturnidae	Bronze-tailed Starling	NULL
Lamprotornis chalybaeus	Sturnidae	Greater Blue-eared Starling	NULL
Lamprotornis chloropterus	Sturnidae	Lesser Blue-eared Starling	NULL
Lamprotornis elisabeth	Sturnidae	Miombo Blue-eared Starling	NULL
Lamprotornis fischeri	Sturnidae	Fischer's Starling	NULL
Lamprotornis hildebrandti	Sturnidae	Hildebrandt's Starling	NULL
Lamprotornis iris	Sturnidae	Emerald Starling	NULL
Lamprotornis mevesii	Sturnidae	Meves's Starling	NULL
Lamprotornis nitens	Sturnidae	Cape Starling	NULL
Lamprotornis ornatus	Sturnidae	Principe Starling	NULL
Lamprotornis pulcher	Sturnidae	Chestnut-bellied Starling	NULL
Lamprotornis purpureus	Sturnidae	Purple Starling	NULL
Lamprotornis purpuroptera	Sturnidae	Rüppell's Starling	NULL
Lamprotornis regius	Sturnidae	Golden-breasted Starling	NULL
Lamprotornis shelleyi	Sturnidae	Shelley's Starling	NULL
Lamprotornis splendidus	Sturnidae	Splendid Starling	NULL
Lamprotornis superbus	Sturnidae	Superb Starling	NULL
Lamprotornis unicolor	Sturnidae	Ashy Starling	NULL
Laniarius aethiopicus	Malaconotidae	Ethiopian Boubou	NULL
Laniarius amboimensis	Malaconotidae	Gabela Bushshrike	NULL
Laniarius atrococcineus	Malaconotidae	Crimson-breasted Shrike	NULL
Laniarius atroflavus	Malaconotidae	Yellow-breasted Boubou	NULL
Laniarius barbarus	Malaconotidae	Yellow-crowned Gonolek	NULL
Laniarius bicolor	Malaconotidae	Swamp Boubou	NULL
Laniarius brauni	Malaconotidae	Braun's Bushshrike	NULL
Laniarius erythrogaster	Malaconotidae	Black-headed Gonolek	NULL
Laniarius ferrugineus	Malaconotidae	Southern Boubou	NULL
Laniarius fuelleborni	Malaconotidae	Fülleborn's Boubou	NULL
Laniarius funebris	Malaconotidae	Slate-colored Boubou	NULL
Laniarius holomelas	Malaconotidae	Albertine Sooty Boubou	NULL
Laniarius leucorhynchus	Malaconotidae	Lowland Sooty Boubou	NULL
Laniarius luehderi	Malaconotidae	Lühder's Bushshrike	NULL
Laniarius major	Malaconotidae	Tropical Boubou	NULL
Laniarius mufumbiri	Malaconotidae	Papyrus Gonolek	NULL
Laniarius nigerrimus	Malaconotidae	Black Boubou	NULL
Laniarius poensis	Malaconotidae	Mountain Sooty Boubou	NULL
Laniarius ruficeps	Malaconotidae	Red-naped Bushshrike	NULL
Laniarius sublacteus	Malaconotidae	East Coast Boubou	NULL
Laniarius turatii	Malaconotidae	Turati's Boubou	NULL
Laniarius willardi	Malaconotidae	Willard's Sooty Boubou	NULL
Laniellus albonotatus	Leiothrichidae	Spotted Crocias	NULL
Laniellus langbianis	Leiothrichidae	Grey-crowned Crocias	NULL
Laniisoma buckleyi	Tityridae	Andean Laniisoma	NULL
Laniisoma elegans	Tityridae	Brazilian Laniisoma	NULL
Lanio aurantius	Thraupidae	Black-throated Shrike-Tanager	NULL
Lanio fulvus	Thraupidae	Fulvous Shrike-Tanager	NULL
Lanio leucothorax	Thraupidae	White-throated Shrike-Tanager	NULL
Lanio versicolor	Thraupidae	White-winged Shrike-Tanager	NULL
Laniocera hypopyrra	Tityridae	Cinereous Mourner	NULL
Laniocera rufescens	Tityridae	Speckled Mourner	NULL
Lanioturdus torquatus	Platysteiridae	White-tailed Shrike	NULL
Lanius borealis	Laniidae	Northern Shrike	NULL
Lanius bucephalus	Laniidae	Bull-headed Shrike	NULL
Lanius cabanisi	Laniidae	Long-tailed Fiscal	NULL
Lanius collaris	Laniidae	Southern Fiscal	NULL
Lanius collurio	Laniidae	Red-backed Shrike	NULL
Lanius collurioides	Laniidae	Burmese Shrike	NULL
Lanius cristatus	Laniidae	Brown Shrike	NULL
Lanius dorsalis	Laniidae	Taita Fiscal	NULL
Lanius excubitor	Laniidae	Great Grey Shrike	NULL
Lanius excubitoroides	Laniidae	Grey-backed Fiscal	NULL
Lanius giganteus	Laniidae	Giant Grey Shrike	NULL
Lanius gubernator	Laniidae	Emin's Shrike	NULL
Lanius humeralis	Laniidae	Northern Fiscal	NULL
Lanius isabellinus	Laniidae	Isabelline Shrike	NULL
Lanius ludovicianus	Laniidae	Loggerhead Shrike	NULL
Lanius mackinnoni	Laniidae	Mackinnon's Shrike	NULL
Lanius meridionalis	Laniidae	Iberian Grey Shrike	NULL
Lanius minor	Laniidae	Lesser Grey Shrike	NULL
Lanius newtoni	Laniidae	Sao Tome Fiscal	NULL
Lanius nubicus	Laniidae	Masked Shrike	NULL
Lanius phoenicuroides	Laniidae	Red-tailed Shrike	NULL
Lanius schach	Laniidae	Long-tailed Shrike	NULL
Lanius senator	Laniidae	Woodchat Shrike	NULL
Lanius somalicus	Laniidae	Somali Fiscal	NULL
Lanius souzae	Laniidae	Souza's Shrike	NULL
Lanius sphenocercus	Laniidae	Chinese Grey Shrike	NULL
Lanius tephronotus	Laniidae	Grey-backed Shrike	NULL
Lanius tigrinus	Laniidae	Tiger Shrike	NULL
Lanius validirostris	Laniidae	Mountain Shrike	NULL
Lanius vittatus	Laniidae	Bay-backed Shrike	NULL
Larosterna inca	Laridae	Inca Tern	NULL
Larus argentatus	Laridae	European Herring Gull	NULL
Larus armenicus	Laridae	Armenian Gull	NULL
Larus atlanticus	Laridae	Olrog's Gull	NULL
Larus belcheri	Laridae	Belcher's Gull	NULL
Larus brachyrhynchus	Laridae	Short-billed Gull	NULL
Larus cachinnans	Laridae	Caspian Gull	NULL
Larus californicus	Laridae	California Gull	NULL
Larus canus	Laridae	Common Gull	NULL
Larus crassirostris	Laridae	Black-tailed Gull	NULL
Larus delawarensis	Laridae	Ring-billed Gull	NULL
Larus dominicanus	Laridae	Kelp Gull	NULL
Larus fuscus	Laridae	Lesser Black-backed Gull	NULL
Larus glaucescens	Laridae	Glaucous-winged Gull	NULL
Larus glaucoides	Laridae	Iceland Gull	NULL
Larus heermanni	Laridae	Heermann's Gull	NULL
Larus hyperboreus	Laridae	Glaucous Gull	NULL
Larus livens	Laridae	Yellow-footed Gull	NULL
Larus marinus	Laridae	Great Black-backed Gull	NULL
Larus michahellis	Laridae	Yellow-legged Gull	NULL
Larus occidentalis	Laridae	Western Gull	NULL
Larus pacificus	Laridae	Pacific Gull	NULL
Larus schistisagus	Laridae	Slaty-backed Gull	NULL
Larus smithsonianus	Laridae	American Herring Gull	NULL
Larus vegae	Laridae	Vega Gull	NULL
Larvivora akahige	Muscicapidae	Japanese Robin	NULL
